Date,Open,High,Low,Close,Adj Close,Volume
2019-08-09,42.750000,44.549999,42.500000,44.349998,44.349998,20393917
2019-08-13,44.299999,44.349998,42.599998,43.150002,43.150002,11314837
2019-08-14,43.150002,44.450001,42.750000,44.299999,44.299999,12784523
2019-08-16,44.000000,46.049999,43.500000,45.750000,45.750000,20583633
2019-08-19,46.000000,46.750000,45.099998,45.450001,45.450001,14219593
2019-08-20,45.400002,45.700001,44.099998,44.900002,44.900002,11037248
2019-08-21,44.750000,44.799999,43.299999,43.450001,43.450001,12750198
2019-08-22,43.349998,43.400002,42.400002,43.000000,43.000000,17864835
2019-08-23,43.000000,44.000000,41.700001,43.500000,43.500000,17691784
2019-08-26,44.000000,44.599998,42.500000,43.299999,43.299999,20858682
2019-08-27,43.900002,44.200001,43.099998,43.250000,43.250000,15537047
2019-08-28,43.299999,43.549999,41.849998,42.150002,42.150002,20933529
2019-08-29,42.000000,43.450001,41.700001,43.000000,43.000000,15200063
2019-08-30,43.000000,43.950001,42.150002,43.549999,43.549999,12953499
2019-09-03,43.049999,43.400002,42.349998,43.000000,43.000000,15600945
2019-09-04,42.750000,43.049999,42.150002,42.700001,42.700001,13115703
2019-09-05,42.750000,43.250000,42.549999,42.900002,42.900002,10716116
2019-09-06,43.049999,43.150002,42.700001,42.950001,42.950001,8867672
2019-09-09,43.000000,43.299999,42.549999,43.150002,43.150002,8626137
2019-09-11,43.099998,44.150002,43.000000,43.849998,43.849998,11140259
2019-09-12,43.900002,44.349998,42.900002,43.150002,43.150002,16907181
2019-09-13,43.200001,43.299999,41.549999,42.299999,42.299999,20845275
2019-09-16,42.099998,42.799999,41.799999,42.599998,42.599998,7712163
2019-09-17,42.849998,42.849998,41.549999,41.700001,41.700001,11163087
2019-09-18,41.900002,42.200001,41.250000,41.500000,41.500000,9805065
2019-09-19,41.500000,41.650002,40.349998,40.599998,40.599998,12177912
2019-09-20,40.650002,43.700001,40.299999,43.099998,43.099998,32542856
2019-09-23,43.950001,44.549999,42.849998,43.299999,43.299999,24304827
2019-09-24,43.349998,43.849998,42.650002,42.799999,42.799999,14046346
2019-09-25,42.500000,43.200001,42.299999,42.950001,42.950001,15191191
2019-09-26,42.900002,44.299999,42.900002,43.599998,43.599998,26349776
2019-09-27,43.599998,43.650002,42.200001,42.500000,42.500000,11349639
2019-09-30,42.549999,42.750000,39.400002,40.200001,40.200001,29724442
2019-10-01,40.200001,40.700001,36.200001,38.650002,38.650002,57435614
2019-10-03,38.000000,38.000000,36.250000,37.150002,37.150002,26646414
2019-10-04,37.400002,38.400002,36.900002,38.049999,38.049999,22670636
2019-10-07,38.250000,38.599998,36.500000,37.450001,37.450001,20846366
2019-10-09,37.450001,38.799999,37.099998,38.400002,38.400002,16641167
2019-10-10,38.099998,38.400002,36.549999,36.950001,36.950001,18558701
2019-10-11,37.200001,37.750000,37.099998,37.450001,37.450001,16696623
2019-10-14,37.500000,38.299999,37.500000,37.750000,37.750000,12529104
2019-10-15,37.950001,38.500000,37.700001,38.450001,38.450001,11399042
2019-10-16,38.549999,39.299999,38.500000,39.200001,39.200001,11809887
2019-10-17,39.500000,40.099998,38.599998,39.950001,39.950001,11887889
2019-10-18,40.099998,40.650002,39.500000,39.700001,39.700001,14532569
2019-10-22,39.700001,40.450001,39.500000,39.799999,39.799999,9561077
2019-10-23,40.049999,40.049999,38.500000,39.650002,39.650002,10752970
2019-10-24,39.799999,40.250000,38.250000,38.849998,38.849998,14853535
2019-10-25,40.750000,42.000000,39.750000,40.650002,40.650002,38015186
2019-10-27,null,null,null,null,null,null
2019-10-29,41.950001,42.299999,41.049999,41.750000,41.750000,16268255
2019-10-30,41.750000,43.400002,41.549999,42.500000,42.500000,18853725
2019-10-31,42.799999,45.000000,42.700001,44.650002,44.650002,35685118
2019-11-01,44.549999,45.400002,43.750000,43.900002,43.900002,18990697
2019-11-04,44.250000,45.099998,43.500000,43.700001,43.700001,18678288
2019-11-05,43.900002,44.250000,42.700001,43.049999,43.049999,13910867
2019-11-06,43.000000,43.099998,42.049999,42.500000,42.500000,11827351
2019-11-07,42.900002,43.099998,42.200001,42.450001,42.450001,11324199
2019-11-08,42.500000,43.099998,42.000000,42.150002,42.150002,15191473
2019-11-11,42.299999,42.849998,42.000000,42.549999,42.549999,7469139
2019-11-13,42.599998,42.700001,41.700001,41.849998,41.849998,9870946
2019-11-14,41.000000,41.950001,40.900002,41.700001,41.700001,11408938
2019-11-15,41.950001,42.500000,41.650002,42.250000,42.250000,10302094
2019-11-18,42.049999,43.250000,42.049999,42.500000,42.500000,10246687
2019-11-19,42.750000,43.049999,42.400002,42.799999,42.799999,9460952
2019-11-20,42.750000,43.700001,42.750000,43.150002,43.150002,19738032
2019-11-21,43.000000,43.700001,42.750000,43.099998,43.099998,15294734
2019-11-22,43.150002,43.250000,42.799999,43.000000,43.000000,11842863
2019-11-25,43.000000,43.799999,42.849998,43.549999,43.549999,17306664
2019-11-26,44.000000,44.400002,42.849998,43.150002,43.150002,23324818
2019-11-27,43.299999,43.650002,42.849998,43.549999,43.549999,12798114
2019-11-28,43.549999,44.349998,43.200001,44.299999,44.299999,31160796
2019-11-29,44.450001,47.950001,44.299999,46.849998,46.849998,86065840
2019-12-02,47.000000,47.650002,45.849998,46.750000,46.750000,27994961
2019-12-03,46.900002,46.950001,44.900002,45.150002,45.150002,16039525
2019-12-04,45.000000,46.000000,44.400002,45.799999,45.799999,17143838
2019-12-05,45.950001,46.000000,44.500000,44.599998,44.599998,15869948
2019-12-06,44.799999,44.950001,43.099998,43.299999,43.299999,14650100
2019-12-09,43.250000,43.700001,42.500000,42.700001,42.700001,12969867
2019-12-10,42.700001,43.099998,41.950001,42.099998,42.099998,11188950
2019-12-11,42.349998,43.200001,41.900002,42.950001,42.950001,12490917
2019-12-12,43.200001,43.500000,42.799999,43.200001,43.200001,10496649
2019-12-13,43.349998,43.799999,43.049999,43.650002,43.650002,11531697
2019-12-16,43.900002,43.950001,42.950001,43.049999,43.049999,8722070
2019-12-17,43.049999,43.299999,42.650002,42.799999,42.799999,9651911
2019-12-18,43.000000,43.000000,42.400002,42.599998,42.599998,8297210
2019-12-19,42.599998,44.000000,42.400002,43.750000,43.750000,16270274
2019-12-20,43.700001,43.950001,43.200001,43.400002,43.400002,11046667
2019-12-23,43.200001,43.599998,42.849998,43.049999,43.049999,6476588
2019-12-24,43.049999,43.849998,42.900002,43.549999,43.549999,8913027
2019-12-26,43.549999,44.049999,42.900002,43.599998,43.599998,19163197
2019-12-27,43.650002,45.299999,43.650002,44.700001,44.700001,24065967
2019-12-30,44.950001,45.750000,44.849998,44.950001,44.950001,17688511
2019-12-31,44.950001,45.349998,44.400002,45.150002,45.150002,13626284
2020-01-01,45.349998,45.950001,44.950001,45.799999,45.799999,12581227
2020-01-02,46.000000,46.549999,45.500000,46.150002,46.150002,16903047
2020-01-03,46.099998,46.500000,45.150002,45.450001,45.450001,14646549
2020-01-06,45.049999,45.299999,43.500000,43.650002,43.650002,17221990
2020-01-07,44.000000,44.650002,43.000000,43.500000,43.500000,17336782
2020-01-08,43.000000,43.549999,42.599998,43.099998,43.099998,15122383
2020-01-09,43.750000,44.750000,43.500000,44.349998,44.349998,19277585
2020-01-10,44.599998,44.750000,43.799999,43.950001,43.950001,10735748
2020-01-13,44.200001,44.500000,43.900002,44.299999,44.299999,9007779
2020-01-14,44.299999,44.799999,44.000000,44.599998,44.599998,10977076
2020-01-15,44.700001,45.450001,44.099998,45.000000,45.000000,23476674
